"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","129.10.58.143",,,,"User:","labuser"
"Cmdline:","dstat -tcsdmrpl --output /home/labuser/trace/MXNET-resnet.csv 1",,,,"Date:","01 Oct 2019 14:16:44 PDT"

"system","total cpu usage",,,,,,"swap",,"dsk/total",,"memory usage",,,,"io/total",,"procs",,,"load avg",,
"time","usr","sys","idl","wai","hiq","siq","used","free","read","writ","used","buff","cach","free","read","writ","run","blk","new","1m","5m","15m"
01-10 14:16:44,0.247,0.241,99.339,0.092,0.0,0.081,4161536.0,1018195968.0,1344.116,10664.107,2965504000.0,324784128.0,2738315264.0,197472256.0,0.079,0.468,0.000,0.0,0.288,4.570,3.940,3.550,
01-10 14:16:45,41.176,29.132,12.605,0.0,0.0,17.087,4161536.0,1018195968.0,0.0,0.0,2898227200.0,324784128.0,2738352128.0,264712192.0,0.0,0.0,3.0,0.0,15.0,4.570,3.940,3.550,
01-10 14:16:47,8.235,10.588,67.843,0.0,0.0,13.333,4161536.0,1018195968.0,0.0,40960.0,2894147584.0,324784128.0,2738384896.0,268759040.0,0.0,2.0,5.0,1.0,15.0,4.570,3.940,3.550,
01-10 14:16:47,22.277,37.624,8.416,8.416,0.0,23.267,4161536.0,1018195968.0,0.0,0.0,2943094784.0,324784128.0,2738380800.0,219815936.0,0.0,0.0,5.0,0.0,9.0,4.570,3.940,3.550,
01-10 14:16:48,27.513,37.831,13.492,0.0,0.0,21.164,4161536.0,1018195968.0,0.0,12288.0,2919424000.0,324784128.0,2738380800.0,243486720.0,0.0,2.0,5.0,0.0,17.0,4.610,3.960,3.560,
01-10 14:16:49,77.136,21.357,0.251,0.0,0.0,1.256,4161536.0,1018195968.0,0.0,0.0,2959179776.0,324784128.0,2738380800.0,203730944.0,0.0,0.0,5.0,1.0,4.0,4.610,3.960,3.560,
01-10 14:16:50,73.885,25.478,0.0,0.318,0.0,0.318,4161536.0,1018195968.0,0.0,8192.0,3049947136.0,324784128.0,2735951872.0,115392512.0,0.0,2.0,12.0,0.0,14.0,4.610,3.960,3.560,
01-10 14:16:51,69.903,29.126,0.0,0.0,0.0,0.971,4161536.0,1018195968.0,0.0,12288.0,3050893312.0,324784128.0,2727448576.0,122949632.0,0.0,2.0,13.0,0.0,1.0,4.610,3.960,3.560,
01-10 14:16:52,51.351,47.748,0.0,0.0,0.0,0.901,4161536.0,1018195968.0,0.0,90112.0,3051192320.0,324784128.0,2724827136.0,125272064.0,0.0,3.0,14.0,0.0,0.0,4.610,3.960,3.560,
01-10 14:16:53,63.265,35.714,0.0,0.0,0.0,1.020,4161536.0,1018195968.0,0.0,86016.0,3051905024.0,324784128.0,2716135424.0,133251072.0,0.0,1.0,12.0,0.0,0.0,4.560,3.960,3.560,
