"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","129.10.58.141",,,,"User:","labuser"
"Cmdline:","dstat -tcsdmrpl --output /home/labuser/trace/MXNET-resnet.csv 1",,,,"Date:","01 Oct 2019 14:16:43 PDT"

"system","total cpu usage",,,,,,"swap",,"dsk/total",,"memory usage",,,,"io/total",,"procs",,,"load avg",,
"time","usr","sys","idl","wai","hiq","siq","used","free","read","writ","used","buff","cach","free","read","writ","run","blk","new","1m","5m","15m"
01-10 14:16:43,0.171,0.230,99.425,0.093,0.0,0.081,3158016.0,1019199488.0,958.542,10764.064,1250746368.0,281563136.0,2630176768.0,2063589376.0,0.040,0.514,0.000,0.0,0.289,1.940,1.830,1.570,
01-10 14:16:44,6.806,19.372,54.712,1.571,0.0,17.539,3158016.0,1019199488.0,0.0,0.0,1211949056.0,281563136.0,2630176768.0,2102386688.0,0.0,0.0,2.0,0.0,0.0,1.940,1.830,1.570,
01-10 14:16:45,18.782,32.234,43.147,0.0,0.0,5.838,3158016.0,1019199488.0,0.0,53248.0,1207005184.0,281563136.0,2630205440.0,2107301888.0,0.0,2.0,8.0,0.0,40.0,1.940,1.830,1.570,
01-10 14:16:47,24.138,13.793,59.914,0.0,0.0,2.155,3158016.0,1019199488.0,0.0,0.0,1211961344.0,281563136.0,2630205440.0,2102345728.0,0.0,0.0,3.0,0.0,0.0,1.940,1.830,1.570,
01-10 14:16:47,31.373,29.804,28.235,0.0,0.0,10.588,3158016.0,1019199488.0,0.0,0.0,1288425472.0,281563136.0,2630205440.0,2025881600.0,0.0,0.0,2.0,0.0,13.0,1.940,1.830,1.570,
01-10 14:16:48,19.638,22.222,40.310,0.0,0.0,17.829,3158016.0,1019199488.0,0.0,0.0,1302335488.0,281563136.0,2630209536.0,2011967488.0,0.0,0.0,0.0,0.0,8.0,1.950,1.830,1.580,
01-10 14:16:49,5.805,18.470,65.172,7.388,0.0,3.166,3158016.0,1019199488.0,0.0,0.0,1258917888.0,281563136.0,2630213632.0,2055380992.0,0.0,0.0,2.0,0.0,0.0,1.950,1.830,1.580,
01-10 14:16:50,2.525,9.091,87.879,0.0,0.0,0.505,3158016.0,1019199488.0,0.0,0.0,1250271232.0,281563136.0,2630213632.0,2064027648.0,0.0,0.0,0.0,0.0,1.0,1.950,1.830,1.580,
01-10 14:16:51,0.0,0.0,100.0,0.0,0.0,0.0,3158016.0,1019199488.0,0.0,49152.0,1250271232.0,281563136.0,2630213632.0,2064027648.0,0.0,2.0,0.0,0.0,0.0,1.950,1.830,1.580,
01-10 14:16:52,0.0,0.500,99.500,0.0,0.0,0.0,3158016.0,1019199488.0,0.0,0.0,1250463744.0,281563136.0,2630213632.0,2063835136.0,0.0,0.0,0.0,0.0,0.0,1.950,1.830,1.580,
