"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","129.10.58.142",,,,"User:","labuser"
"Cmdline:","dstat -tcsdmrpl --output /home/labuser/trace/MXNET-resnet.csv 1",,,,"Date:","01 Oct 2019 14:16:44 PDT"

"system","total cpu usage",,,,,,"swap",,"dsk/total",,"memory usage",,,,"io/total",,"procs",,,"load avg",,
"time","usr","sys","idl","wai","hiq","siq","used","free","read","writ","used","buff","cach","free","read","writ","run","blk","new","1m","5m","15m"
01-10 14:16:44,0.194,0.622,98.904,0.090,0.0,0.190,5976064.0,1016381440.0,1225.075,10543.621,1254354944.0,358801408.0,2794512384.0,1818406912.0,0.067,0.483,0.000,0.0,0.275,1.220,1.820,1.680,
01-10 14:16:45,11.054,29.306,45.758,0.0,0.0,13.882,5976064.0,1016381440.0,0.0,0.0,1182646272.0,358801408.0,2794516480.0,1890111488.0,0.0,0.0,2.0,0.0,2.0,1.220,1.820,1.680,
01-10 14:16:46,26.455,34.127,33.862,0.0,0.0,5.556,5976064.0,1016381440.0,0.0,0.0,1256435712.0,358801408.0,2794545152.0,1816293376.0,0.0,0.0,3.0,0.0,38.0,1.220,1.820,1.680,
01-10 14:16:47,16.667,50.0,25.0,0.0,0.0,8.333,5976064.0,1016381440.0,0.0,0.0,1256038400.0,358801408.0,2794549248.0,1816686592.0,0.0,0.0,2.0,0.0,1.0,1.220,1.820,1.680,
01-10 14:16:48,33.957,25.134,28.877,0.267,0.0,11.765,5976064.0,1016381440.0,0.0,0.0,1255841792.0,358801408.0,2794545152.0,1816887296.0,0.0,0.0,4.0,0.0,13.0,1.450,1.860,1.690,
01-10 14:16:49,20.573,26.302,37.500,0.0,0.0,15.625,5976064.0,1016381440.0,0.0,0.0,1235685376.0,358801408.0,2794545152.0,1837043712.0,0.0,0.0,1.0,0.0,7.0,1.450,1.860,1.690,
01-10 14:16:50,8.696,24.457,54.348,8.152,0.0,4.348,5976064.0,1016381440.0,0.0,57344.0,1236099072.0,358801408.0,2794545152.0,1836630016.0,0.0,2.0,0.0,0.0,1.0,1.450,1.860,1.690,
01-10 14:16:51,0.752,5.514,92.231,0.0,0.0,1.504,5976064.0,1016381440.0,0.0,0.0,1236131840.0,358801408.0,2794545152.0,1836597248.0,0.0,0.0,0.0,0.0,0.0,1.450,1.860,1.690,
01-10 14:16:52,0.0,0.0,100.0,0.0,0.0,0.0,5976064.0,1016381440.0,0.0,0.0,1236000768.0,358801408.0,2794545152.0,1836728320.0,0.0,0.0,0.0,0.0,0.0,1.450,1.860,1.690,
01-10 14:16:53,0.0,0.251,99.749,0.0,0.0,0.0,5976064.0,1016381440.0,0.0,0.0,1236492288.0,358801408.0,2794545152.0,1836236800.0,0.0,0.0,0.0,0.0,0.0,1.330,1.830,1.680,
01-10 14:16:54,0.0,0.252,99.748,0.0,0.0,0.0,5976064.0,1016381440.0,0.0,0.0,1236701184.0,358801408.0,2794545152.0,1836027904.0,0.0,0.0,0.0,0.0,0.0,1.330,1.830,1.680,
01-10 14:16:55,1.253,3.759,94.987,0.0,0.0,0.0,5976064.0,1016381440.0,0.0,0.0,1236635648.0,358801408.0,2794545152.0,1836093440.0,0.0,0.0,0.0,0.0,0.0,1.330,1.830,1.680,
01-10 14:16:56,0.0,0.0,100.0,0.0,0.0,0.0,5976064.0,1016381440.0,0.0,20480.0,1236865024.0,358801408.0,2794545152.0,1835864064.0,0.0,4.0,0.0,0.0,0.0,1.330,1.830,1.680,
01-10 14:16:57,1.256,4.020,94.724,0.0,0.0,0.0,5976064.0,1016381440.0,0.0,0.0,1236668416.0,358801408.0,2794545152.0,1836060672.0,0.0,0.0,0.0,0.0,0.0,1.330,1.830,1.680,
01-10 14:16:58,0.0,0.501,99.248,0.251,0.0,0.0,5976064.0,1016381440.0,0.0,0.0,1238020096.0,358801408.0,2794545152.0,1834708992.0,0.0,0.0,0.0,0.0,2.0,1.220,1.800,1.670,
01-10 14:16:59,0.499,0.499,98.753,0.0,0.0,0.249,5976064.0,1016381440.0,0.0,0.0,1238433792.0,358801408.0,2794545152.0,1834295296.0,0.0,0.0,0.0,0.0,0.0,1.220,1.800,1.670,
01-10 14:17:00,0.251,0.0,99.749,0.0,0.0,0.0,5976064.0,1016381440.0,0.0,0.0,1238405120.0,358801408.0,2794545152.0,1834323968.0,0.0,0.0,0.0,0.0,0.0,1.220,1.800,1.670,
01-10 14:17:01,0.0,0.504,99.496,0.0,0.0,0.0,5976064.0,1016381440.0,0.0,20480.0,1237581824.0,358801408.0,2794553344.0,1835139072.0,0.0,2.0,0.0,0.0,3.0,1.220,1.800,1.670,
01-10 14:17:02,0.0,0.0,100.0,0.0,0.0,0.0,5976064.0,1016381440.0,0.0,0.0,1237712896.0,358801408.0,2794553344.0,1835008000.0,0.0,0.0,0.0,0.0,0.0,1.220,1.800,1.670,
01-10 14:17:03,0.0,0.251,99.749,0.0,0.0,0.0,5976064.0,1016381440.0,0.0,0.0,1237819392.0,358801408.0,2794557440.0,1834897408.0,0.0,0.0,0.0,0.0,1.0,1.120,1.770,1.660,
01-10 14:17:04,0.0,0.0,100.0,0.0,0.0,0.0,5976064.0,1016381440.0,0.0,0.0,1238032384.0,358801408.0,2794557440.0,1834684416.0,0.0,0.0,0.0,0.0,0.0,1.120,1.770,1.660,
01-10 14:17:05,0.0,0.250,99.500,0.0,0.0,0.250,5976064.0,1016381440.0,0.0,0.0,1238351872.0,358801408.0,2794557440.0,1834364928.0,0.0,0.0,0.0,0.0,0.0,1.120,1.770,1.660,
01-10 14:17:06,0.0,0.0,100.0,0.0,0.0,0.0,5976064.0,1016381440.0,0.0,0.0,1238667264.0,358801408.0,2794557440.0,1834049536.0,0.0,0.0,0.0,0.0,0.0,1.120,1.770,1.660,
01-10 14:17:07,0.0,0.0,100.0,0.0,0.0,0.0,5976064.0,1016381440.0,0.0,45056.0,1238831104.0,358801408.0,2794557440.0,1833885696.0,0.0,2.0,0.0,0.0,0.0,1.120,1.770,1.660,
01-10 14:17:08,0.250,0.250,99.500,0.0,0.0,0.0,5976064.0,1016381440.0,0.0,0.0,1239146496.0,358801408.0,2794557440.0,1833570304.0,0.0,0.0,0.0,0.0,0.0,1.030,1.740,1.650,
01-10 14:17:09,0.0,0.0,100.0,0.0,0.0,0.0,5976064.0,1016381440.0,0.0,0.0,1239146496.0,358801408.0,2794557440.0,1833570304.0,0.0,0.0,0.0,0.0,0.0,1.030,1.740,1.650,
01-10 14:17:10,0.0,0.251,99.749,0.0,0.0,0.0,5976064.0,1016381440.0,0.0,0.0,1239310336.0,358801408.0,2794557440.0,1833406464.0,0.0,0.0,0.0,0.0,0.0,1.030,1.740,1.650,
01-10 14:17:11,0.249,0.0,99.501,0.249,0.0,0.0,5976064.0,1016381440.0,0.0,0.0,1239474176.0,358801408.0,2794557440.0,1833242624.0,0.0,0.0,0.0,0.0,0.0,1.030,1.740,1.650,
01-10 14:17:12,0.0,0.0,100.0,0.0,0.0,0.0,5976064.0,1016381440.0,0.0,0.0,1239638016.0,358801408.0,2794557440.0,1833078784.0,0.0,0.0,0.0,0.0,0.0,1.030,1.740,1.650,
01-10 14:17:13,0.0,0.251,99.749,0.0,0.0,0.0,5976064.0,1016381440.0,0.0,12288.0,1239781376.0,358801408.0,2794557440.0,1832935424.0,0.0,2.0,0.0,0.0,0.0,0.950,1.710,1.640,
01-10 14:17:14,1.008,4.030,94.962,0.0,0.0,0.0,5976064.0,1016381440.0,0.0,0.0,1239875584.0,358801408.0,2794557440.0,1832841216.0,0.0,0.0,0.0,0.0,0.0,0.950,1.710,1.640,
01-10 14:17:15,0.0,0.250,99.750,0.0,0.0,0.0,5976064.0,1016381440.0,0.0,0.0,1239875584.0,358801408.0,2794557440.0,1832841216.0,0.0,0.0,0.0,0.0,0.0,0.950,1.710,1.640,
01-10 14:17:16,0.0,0.0,100.0,0.0,0.0,0.0,5976064.0,1016381440.0,0.0,61440.0,1239875584.0,358801408.0,2794557440.0,1832841216.0,0.0,14.0,0.0,0.0,0.0,0.950,1.710,1.640,
01-10 14:17:17,0.0,0.0,99.499,0.501,0.0,0.0,5976064.0,1016381440.0,0.0,0.0,1239711744.0,358801408.0,2794557440.0,1833005056.0,0.0,0.0,0.0,0.0,0.0,0.950,1.710,1.640,
01-10 14:17:18,0.0,0.251,99.749,0.0,0.0,0.0,5976064.0,1016381440.0,0.0,0.0,1240064000.0,358801408.0,2794557440.0,1832652800.0,0.0,0.0,0.0,0.0,1.0,0.870,1.680,1.630,
01-10 14:17:19,0.251,0.0,99.749,0.0,0.0,0.0,5976064.0,1016381440.0,0.0,20480.0,1240055808.0,358801408.0,2794557440.0,1832660992.0,0.0,2.0,0.0,0.0,0.0,0.870,1.680,1.630,
01-10 14:17:20,0.0,0.250,99.750,0.0,0.0,0.0,5976064.0,1016381440.0,0.0,0.0,1240252416.0,358801408.0,2794557440.0,1832464384.0,0.0,0.0,0.0,0.0,0.0,0.870,1.680,1.630,
01-10 14:17:21,0.0,0.0,100.0,0.0,0.0,0.0,5976064.0,1016381440.0,0.0,0.0,1240416256.0,358801408.0,2794557440.0,1832300544.0,0.0,0.0,0.0,0.0,0.0,0.870,1.680,1.630,
01-10 14:17:22,1.511,3.526,94.962,0.0,0.0,0.0,5976064.0,1016381440.0,0.0,0.0,1240416256.0,358801408.0,2794557440.0,1832300544.0,0.0,0.0,0.0,0.0,0.0,0.870,1.680,1.630,
01-10 14:17:23,0.0,0.251,99.749,0.0,0.0,0.0,5976064.0,1016381440.0,0.0,0.0,1240547328.0,358801408.0,2794557440.0,1832169472.0,0.0,0.0,0.0,0.0,0.0,0.800,1.650,1.620,
01-10 14:17:24,0.251,0.251,99.497,0.0,0.0,0.0,5976064.0,1016381440.0,0.0,0.0,1241137152.0,358801408.0,2794557440.0,1831579648.0,0.0,0.0,0.0,0.0,2.0,0.800,1.650,1.620,
01-10 14:17:25,0.251,0.251,99.248,0.0,0.0,0.251,5976064.0,1016381440.0,0.0,12288.0,1241358336.0,358801408.0,2794557440.0,1831358464.0,0.0,2.0,0.0,0.0,0.0,0.800,1.650,1.620,
01-10 14:17:26,0.0,0.0,100.0,0.0,0.0,0.0,5976064.0,1016381440.0,0.0,0.0,1241358336.0,358801408.0,2794557440.0,1831358464.0,0.0,0.0,0.0,0.0,0.0,0.800,1.650,1.620,
