"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","129.10.58.144",,,,"User:","labuser"
"Cmdline:","dstat -tcsdmrpl --output /home/labuser/trace/MXNET-alexnet.csv 1",,,,"Date:","01 Oct 2019 13:34:27 PDT"

"system","total cpu usage",,,,,,"swap",,"dsk/total",,"memory usage",,,,"io/total",,"procs",,,"load avg",,
"time","usr","sys","idl","wai","hiq","siq","used","free","read","writ","used","buff","cach","free","read","writ","run","blk","new","1m","5m","15m"
01-10 13:34:27,0.195,0.202,99.452,0.084,0.0,0.067,4468736.0,1017888768.0,998.816,9915.643,1745231872.0,344109056.0,2780721152.0,1356009472.0,0.043,0.419,0.000,0.0,0.205,2.280,2.240,1.930,
01-10 13:34:28,48.042,29.765,9.661,0.0,0.0,12.533,4468736.0,1017888768.0,0.0,8192.0,1787998208.0,344109056.0,2780729344.0,1313234944.0,0.0,2.0,2.0,0.0,35.0,2.500,2.280,1.950,
01-10 13:34:29,21.455,25.455,43.273,0.0,0.0,9.818,4468736.0,1017888768.0,0.0,0.0,1835540480.0,344109056.0,2780758016.0,1265664000.0,0.0,0.0,2.0,0.0,7.0,2.500,2.280,1.950,
01-10 13:34:30,5.882,23.529,58.824,0.840,0.0,10.924,4468736.0,1017888768.0,0.0,0.0,1839501312.0,344109056.0,2780758016.0,1261703168.0,0.0,0.0,3.0,0.0,0.0,2.500,2.280,1.950,
01-10 13:34:31,18.182,36.364,18.182,0.0,0.0,27.273,4468736.0,1017888768.0,0.0,0.0,1840234496.0,344109056.0,2780758016.0,1260969984.0,0.0,0.0,7.0,0.0,0.0,2.500,2.280,1.950,
01-10 13:34:32,7.407,22.222,60.494,0.0,0.0,9.877,4468736.0,1017888768.0,0.0,720896.0,1843470336.0,344109056.0,2780758016.0,1257734144.0,0.0,3.0,3.0,0.0,0.0,2.500,2.280,1.950,
01-10 13:34:33,5.128,46.154,35.897,0.0,0.0,12.821,4468736.0,1017888768.0,0.0,0.0,1845694464.0,344109056.0,2780758016.0,1255510016.0,0.0,0.0,3.0,0.0,2.0,2.300,2.240,1.940,
01-10 13:34:34,0.0,17.143,77.143,0.0,0.0,5.714,4468736.0,1017888768.0,0.0,0.0,1846980608.0,344109056.0,2780758016.0,1254223872.0,0.0,0.0,8.0,0.0,0.0,2.300,2.240,1.940,
01-10 13:34:35,5.634,25.352,57.746,0.0,0.0,11.268,4468736.0,1017888768.0,0.0,0.0,1847984128.0,344109056.0,2780758016.0,1253220352.0,0.0,0.0,5.0,0.0,0.0,2.300,2.240,1.940,
01-10 13:34:36,2.542,24.576,69.492,0.0,0.0,3.390,4468736.0,1017888768.0,0.0,0.0,1854459904.0,344109056.0,2780758016.0,1246744576.0,0.0,0.0,2.0,0.0,0.0,2.300,2.240,1.940,
01-10 13:34:37,9.772,17.264,65.147,5.863,0.0,1.954,4468736.0,1017888768.0,0.0,0.0,1868517376.0,344109056.0,2780758016.0,1232687104.0,0.0,0.0,3.0,0.0,14.0,2.300,2.240,1.940,
01-10 13:34:38,45.924,23.098,26.902,0.0,0.0,4.076,4468736.0,1017888768.0,0.0,159744.0,1832689664.0,344109056.0,2780758016.0,1268514816.0,0.0,2.0,3.0,0.0,9.0,2.600,2.310,1.960,
01-10 13:34:39,57.037,29.259,9.259,0.0,0.0,4.444,4468736.0,1017888768.0,0.0,0.0,1888587776.0,344109056.0,2780758016.0,1212616704.0,0.0,0.0,10.0,0.0,6.0,2.600,2.310,1.960,
01-10 13:34:40,54.237,35.593,0.0,0.0,0.0,10.169,4468736.0,1017888768.0,0.0,0.0,1895452672.0,344109056.0,2780758016.0,1205751808.0,0.0,0.0,6.0,0.0,2.0,2.600,2.310,1.960,
01-10 13:34:41,37.143,51.429,6.429,0.0,0.0,5.0,4468736.0,1017888768.0,0.0,0.0,1900138496.0,344109056.0,2780758016.0,1201065984.0,0.0,0.0,7.0,0.0,0.0,2.600,2.310,1.960,
01-10 13:34:42,3.593,17.365,73.054,0.0,0.0,5.988,4468736.0,1017888768.0,0.0,0.0,1904431104.0,344109056.0,2780758016.0,1196773376.0,0.0,0.0,3.0,0.0,0.0,2.600,2.310,1.960,
