"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","129.10.58.140",,,,"User:","labuser"
"Cmdline:","dstat -tcsdmrpl --output /home/labuser/trace/MXNET-alexnet.csv 1",,,,"Date:","01 Oct 2019 13:34:26 PDT"

"system","total cpu usage",,,,,,"swap",,"dsk/total",,"memory usage",,,,"io/total",,"procs",,,"load avg",,
"time","usr","sys","idl","wai","hiq","siq","used","free","read","writ","used","buff","cach","free","read","writ","run","blk","new","1m","5m","15m"
01-10 13:34:26,0.322,0.343,99.160,0.100,0.0,0.074,282066944.0,740290560.0,2029.610,26457.904,410787840.0,73396224.0,329695232.0,5412196352.0,0.136,2.640,0.0,0.0,0.490,0.0,0.0,0.0,
01-10 13:34:27,1.008,0.756,98.237,0.0,0.0,0.0,282066944.0,740290560.0,0.0,0.0,411230208.0,73396224.0,329699328.0,5411749888.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,
01-10 13:34:28,22.081,20.558,55.330,2.030,0.0,0.0,282066944.0,740290560.0,0.0,0.0,446951424.0,73396224.0,329699328.0,5376028672.0,0.0,0.0,2.0,0.0,25.0,0.160,0.030,0.010,
01-10 13:34:29,25.377,2.764,71.859,0.0,0.0,0.0,282066944.0,740290560.0,0.0,0.0,462512128.0,73396224.0,329699328.0,5360467968.0,0.0,0.0,1.0,0.0,13.0,0.160,0.030,0.010,
01-10 13:34:30,10.579,11.587,77.834,0.0,0.0,0.0,282066944.0,740290560.0,0.0,0.0,486711296.0,73396224.0,329699328.0,5336268800.0,0.0,0.0,0.0,0.0,6.0,0.160,0.030,0.010,
01-10 13:34:31,0.0,0.0,100.0,0.0,0.0,0.0,282066944.0,740290560.0,0.0,0.0,486711296.0,73396224.0,329699328.0,5336268800.0,0.0,0.0,0.0,0.0,0.0,0.160,0.030,0.010,
01-10 13:34:32,0.0,0.501,99.499,0.0,0.0,0.0,282066944.0,740290560.0,0.0,1691648.0,486830080.0,73404416.0,329699328.0,5336141824.0,0.0,99.0,0.0,0.0,0.0,0.160,0.030,0.010,
01-10 13:34:33,0.251,0.0,99.749,0.0,0.0,0.0,282066944.0,740290560.0,0.0,0.0,486830080.0,73404416.0,329699328.0,5336141824.0,0.0,0.0,0.0,0.0,0.0,0.150,0.030,0.010,
01-10 13:34:34,0.250,0.0,99.750,0.0,0.0,0.0,282066944.0,740290560.0,0.0,0.0,486830080.0,73404416.0,329699328.0,5336141824.0,0.0,0.0,0.0,0.0,0.0,0.150,0.030,0.010,
01-10 13:34:35,0.0,0.0,100.0,0.0,0.0,0.0,282066944.0,740290560.0,0.0,0.0,486830080.0,73404416.0,329699328.0,5336141824.0,0.0,0.0,0.0,0.0,0.0,0.150,0.030,0.010,
