"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","129.10.58.143",,,,"User:","labuser"
"Cmdline:","dstat -tcsdmrpl --output /home/labuser/trace/MXNET-alexnet.csv 1",,,,"Date:","01 Oct 2019 13:34:27 PDT"

"system","total cpu usage",,,,,,"swap",,"dsk/total",,"memory usage",,,,"io/total",,"procs",,,"load avg",,
"time","usr","sys","idl","wai","hiq","siq","used","free","read","writ","used","buff","cach","free","read","writ","run","blk","new","1m","5m","15m"
01-10 13:34:27,0.204,0.218,99.417,0.092,0.0,0.069,3899392.0,1018458112.0,1345.475,10610.582,1733533696.0,325898240.0,2796363776.0,1370279936.0,0.079,0.468,0.000,0.0,0.287,2.370,2.230,1.890,
01-10 13:34:28,53.421,20.526,13.684,0.0,0.0,12.368,3899392.0,1018458112.0,0.0,0.0,1735884800.0,325898240.0,2796396544.0,1367896064.0,0.0,0.0,3.0,0.0,30.0,2.370,2.230,1.890,
01-10 13:34:29,41.261,30.946,20.630,1.146,0.0,6.017,3899392.0,1018458112.0,0.0,0.0,1795342336.0,325898240.0,2796396544.0,1308438528.0,0.0,0.0,2.0,0.0,10.0,2.370,2.230,1.890,
01-10 13:34:30,9.524,9.524,76.190,0.0,0.0,4.762,3899392.0,1018458112.0,0.0,0.0,1795661824.0,325898240.0,2796396544.0,1308119040.0,0.0,0.0,2.0,0.0,0.0,2.370,2.230,1.890,
01-10 13:34:31,5.128,28.205,48.718,0.0,0.0,17.949,3899392.0,1018458112.0,0.0,0.0,1799479296.0,325898240.0,2796396544.0,1304301568.0,0.0,0.0,3.0,0.0,0.0,2.370,2.230,1.890,
01-10 13:34:32,4.511,24.812,57.143,0.752,0.0,12.782,3899392.0,1018458112.0,0.0,811008.0,1805168640.0,325898240.0,2796396544.0,1298612224.0,0.0,3.0,4.0,0.0,1.0,2.420,2.240,1.890,
01-10 13:34:33,4.167,66.667,0.0,0.0,0.0,29.167,3899392.0,1018458112.0,0.0,0.0,1807110144.0,325898240.0,2796396544.0,1296670720.0,0.0,0.0,8.0,0.0,0.0,2.420,2.240,1.890,
01-10 13:34:34,9.434,33.019,43.396,0.0,0.0,14.151,3899392.0,1018458112.0,0.0,0.0,1812033536.0,325898240.0,2796396544.0,1291747328.0,0.0,0.0,3.0,0.0,14.0,2.420,2.240,1.890,
01-10 13:34:35,3.614,38.554,48.193,0.0,0.0,9.639,3899392.0,1018458112.0,0.0,0.0,1817247744.0,325898240.0,2796396544.0,1286533120.0,0.0,0.0,6.0,0.0,0.0,2.420,2.240,1.890,
01-10 13:34:36,17.822,41.584,25.743,0.0,0.0,14.851,3899392.0,1018458112.0,0.0,0.0,1825419264.0,325898240.0,2796396544.0,1278361600.0,0.0,0.0,3.0,0.0,0.0,2.420,2.240,1.890,
01-10 13:34:37,42.105,24.671,31.579,0.0,0.0,1.645,3899392.0,1018458112.0,0.0,188416.0,1782743040.0,325898240.0,2796400640.0,1321033728.0,0.0,2.0,3.0,0.0,4.0,2.220,2.210,1.880,
01-10 13:34:38,49.872,17.903,30.179,0.0,0.0,2.046,3899392.0,1018458112.0,0.0,0.0,1798545408.0,325898240.0,2796396544.0,1305235456.0,0.0,0.0,3.0,0.0,5.0,2.220,2.210,1.880,
01-10 13:34:39,27.794,31.805,36.676,2.292,0.0,1.433,3899392.0,1018458112.0,0.0,0.0,1845018624.0,325898240.0,2796396544.0,1258762240.0,0.0,0.0,2.0,1.0,6.0,2.220,2.210,1.880,
01-10 13:34:40,2.446,16.820,75.535,3.058,0.0,2.141,3899392.0,1018458112.0,0.0,0.0,1870135296.0,325898240.0,2796396544.0,1233645568.0,0.0,0.0,1.0,0.0,1.0,2.220,2.210,1.880,
01-10 13:34:41,0.415,8.714,90.871,0.0,0.0,0.0,3899392.0,1018458112.0,0.0,0.0,1876578304.0,325898240.0,2796396544.0,1227202560.0,0.0,0.0,2.0,0.0,3.0,2.220,2.210,1.880,
01-10 13:34:42,17.333,49.333,30.667,0.0,0.0,2.667,3899392.0,1018458112.0,0.0,0.0,1879531520.0,325898240.0,2796400640.0,1224245248.0,0.0,0.0,10.0,0.0,0.0,2.530,2.270,1.900,
01-10 13:34:43,0.0,73.913,0.0,0.0,0.0,26.087,3899392.0,1018458112.0,0.0,405504.0,1883193344.0,325898240.0,2796400640.0,1220583424.0,0.0,2.0,12.0,0.0,0.0,2.530,2.270,1.900,
01-10 13:34:44,0.0,74.074,0.0,0.0,0.0,25.926,3899392.0,1018458112.0,0.0,0.0,1884008448.0,325898240.0,2796400640.0,1219768320.0,0.0,0.0,7.0,0.0,0.0,2.530,2.270,1.900,
01-10 13:34:45,0.0,70.588,0.0,0.0,0.0,29.412,3899392.0,1018458112.0,0.0,0.0,1887010816.0,325898240.0,2796400640.0,1216765952.0,0.0,0.0,7.0,0.0,0.0,2.530,2.270,1.900,
01-10 13:34:46,5.0,70.0,0.0,0.0,0.0,25.0,3899392.0,1018458112.0,0.0,0.0,1889222656.0,325898240.0,2796404736.0,1214550016.0,0.0,0.0,7.0,0.0,0.0,2.530,2.270,1.900,
01-10 13:34:47,5.0,70.0,13.750,0.0,0.0,11.250,3899392.0,1018458112.0,0.0,0.0,1895411712.0,325898240.0,2796404736.0,1208360960.0,0.0,0.0,7.0,0.0,0.0,2.960,2.370,1.940,
01-10 13:34:48,1.786,85.714,12.500,0.0,0.0,0.0,3899392.0,1018458112.0,0.0,20480.0,1898201088.0,325898240.0,2796408832.0,1205567488.0,0.0,2.0,5.0,0.0,0.0,2.960,2.370,1.940,
01-10 13:34:49,0.0,100.0,0.0,0.0,0.0,0.0,3899392.0,1018458112.0,0.0,0.0,1902264320.0,325898240.0,2796408832.0,1201504256.0,0.0,0.0,5.0,0.0,0.0,2.960,2.370,1.940,
01-10 13:34:50,1.515,97.727,0.758,0.0,0.0,0.0,3899392.0,1018458112.0,0.0,0.0,1916739584.0,325898240.0,2796408832.0,1187028992.0,0.0,0.0,6.0,0.0,0.0,2.960,2.370,1.940,
01-10 13:34:51,0.0,97.222,2.778,0.0,0.0,0.0,3899392.0,1018458112.0,0.0,0.0,1934643200.0,325898240.0,2796408832.0,1169125376.0,0.0,0.0,5.0,0.0,0.0,2.960,2.370,1.940,
01-10 13:34:52,0.0,98.913,0.0,0.0,0.0,1.087,3899392.0,1018458112.0,0.0,0.0,1944436736.0,325898240.0,2796408832.0,1159331840.0,0.0,0.0,6.0,0.0,1.0,3.130,2.410,1.950,
01-10 13:34:53,5.769,93.269,0.962,0.0,0.0,0.0,3899392.0,1018458112.0,0.0,0.0,1955016704.0,325898240.0,2796408832.0,1148751872.0,0.0,0.0,9.0,0.0,2.0,3.130,2.410,1.950,
01-10 13:34:54,16.146,82.292,0.0,0.0,0.0,1.562,3899392.0,1018458112.0,0.0,1224704.0,1966862336.0,325898240.0,2796408832.0,1136906240.0,0.0,148.0,8.0,0.0,0.0,3.130,2.410,1.950,
01-10 13:34:55,5.288,23.558,70.673,0.481,0.0,0.0,3899392.0,1018458112.0,0.0,0.0,1969917952.0,325898240.0,2796408832.0,1133850624.0,0.0,0.0,5.0,0.0,0.0,3.130,2.410,1.950,
01-10 13:34:56,0.0,16.402,83.598,0.0,0.0,0.0,3899392.0,1018458112.0,0.0,0.0,1974489088.0,325898240.0,2796408832.0,1129279488.0,0.0,0.0,3.0,0.0,0.0,3.130,2.410,1.950,
