"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","129.10.58.141",,,,"User:","labuser"
"Cmdline:","dstat -tcsdmrpl --output /home/labuser/trace/MXNET-Inception3.csv 1",,,,"Date:","01 Oct 2019 13:57:28 PDT"

"system","total cpu usage",,,,,,"swap",,"dsk/total",,"memory usage",,,,"io/total",,"procs",,,"load avg",,
"time","usr","sys","idl","wai","hiq","siq","used","free","read","writ","used","buff","cach","free","read","writ","run","blk","new","1m","5m","15m"
01-10 13:57:28,0.167,0.219,99.446,0.093,0.0,0.076,3158016.0,1019199488.0,959.036,10766.694,936108032.0,281559040.0,2629685248.0,2378723328.0,0.040,0.514,0.0,0.0,0.289,0.740,1.190,1.260,
01-10 13:57:29,2.865,10.156,82.552,0.0,0.0,4.427,3158016.0,1019199488.0,0.0,0.0,903995392.0,281559040.0,2629722112.0,2410799104.0,0.0,0.0,1.0,0.0,1.0,0.740,1.190,1.260,
01-10 13:57:30,10.497,22.099,62.707,0.0,0.0,4.696,3158016.0,1019199488.0,0.0,28672.0,917565440.0,281559040.0,2629718016.0,2397233152.0,0.0,3.0,3.0,0.0,2.0,0.740,1.190,1.260,
01-10 13:57:31,28.198,35.509,20.888,0.0,0.0,15.405,3158016.0,1019199488.0,0.0,0.0,951091200.0,281559040.0,2629746688.0,2363678720.0,0.0,0.0,1.0,0.0,38.0,0.740,1.190,1.260,
01-10 13:57:33,25.888,16.497,52.538,0.0,0.0,5.076,3158016.0,1019199488.0,0.0,0.0,966012928.0,281559040.0,2629746688.0,2348756992.0,0.0,0.0,3.0,0.0,16.0,0.760,1.190,1.260,
01-10 13:57:33,13.368,22.879,48.843,0.0,0.0,14.910,3158016.0,1019199488.0,0.0,0.0,980156416.0,281559040.0,2629746688.0,2334613504.0,0.0,0.0,1.0,0.0,4.0,0.760,1.190,1.260,
01-10 13:57:34,6.122,20.153,58.929,0.0,0.0,14.796,3158016.0,1019199488.0,0.0,126976.0,939118592.0,281559040.0,2629746688.0,2375651328.0,0.0,2.0,0.0,0.0,0.0,0.760,1.190,1.260,
01-10 13:57:35,6.516,12.782,74.687,0.0,0.0,6.015,3158016.0,1019199488.0,0.0,0.0,951345152.0,281559040.0,2629746688.0,2363424768.0,0.0,0.0,2.0,0.0,0.0,0.760,1.190,1.260,
01-10 13:57:36,8.355,20.627,61.619,0.0,0.0,9.399,3158016.0,1019199488.0,0.0,0.0,1013288960.0,281559040.0,2629746688.0,2301480960.0,0.0,0.0,1.0,0.0,1.0,0.760,1.190,1.260,
01-10 13:57:37,0.515,3.608,93.041,0.0,0.0,2.835,3158016.0,1019199488.0,0.0,0.0,1023991808.0,281559040.0,2629746688.0,2290778112.0,0.0,0.0,0.0,0.0,0.0,0.700,1.170,1.250,
