"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","129.10.58.140",,,,"User:","labuser"
"Cmdline:","dstat -tcsdmrpl --output /home/labuser/trace/MXNET-Inception3.csv 1",,,,"Date:","01 Oct 2019 13:57:28 PDT"

"system","total cpu usage",,,,,,"swap",,"dsk/total",,"memory usage",,,,"io/total",,"procs",,,"load avg",,
"time","usr","sys","idl","wai","hiq","siq","used","free","read","writ","used","buff","cach","free","read","writ","run","blk","new","1m","5m","15m"
01-10 13:57:28,0.322,0.343,99.160,0.100,0.0,0.074,246444032.0,775913472.0,2044.673,26445.080,446017536.0,75530240.0,335437824.0,5369090048.0,0.138,2.639,0.0,0.0,0.490,0.0,0.010,0.0,
01-10 13:57:29,0.504,0.504,98.992,0.0,0.0,0.0,246444032.0,775913472.0,0.0,0.0,446373888.0,75530240.0,335446016.0,5368725504.0,0.0,0.0,0.0,0.0,2.0,0.0,0.010,0.0,
01-10 13:57:30,0.501,0.251,99.248,0.0,0.0,0.0,246444032.0,775913472.0,0.0,0.0,446373888.0,75530240.0,335446016.0,5368725504.0,0.0,0.0,1.0,0.0,1.0,0.0,0.010,0.0,
01-10 13:57:31,26.382,18.090,55.276,0.0,0.0,0.251,246444032.0,775913472.0,0.0,0.0,486727680.0,75530240.0,335446016.0,5328371712.0,0.0,0.0,1.0,0.0,25.0,0.0,0.010,0.0,
01-10 13:57:32,24.938,9.726,64.589,0.748,0.0,0.0,246444032.0,775913472.0,0.0,0.0,507805696.0,75530240.0,335446016.0,5307293696.0,0.0,0.0,1.0,0.0,16.0,0.0,0.010,0.0,
01-10 13:57:33,9.572,2.015,88.413,0.0,0.0,0.0,246444032.0,775913472.0,0.0,0.0,522313728.0,75530240.0,335446016.0,5292785664.0,0.0,0.0,0.0,0.0,3.0,0.0,0.010,0.0,
01-10 13:57:34,0.0,0.0,100.0,0.0,0.0,0.0,246444032.0,775913472.0,0.0,77824.0,522399744.0,75538432.0,335446016.0,5292691456.0,0.0,2.0,0.0,0.0,0.0,0.0,0.010,0.0,
01-10 13:57:35,0.251,0.0,99.749,0.0,0.0,0.0,246444032.0,775913472.0,0.0,0.0,522399744.0,75538432.0,335446016.0,5292691456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010,0.0,
01-10 13:57:36,0.0,0.252,97.985,1.763,0.0,0.0,246444032.0,775913472.0,0.0,0.0,522399744.0,75538432.0,335446016.0,5292691456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010,0.0,
01-10 13:57:37,0.0,1.005,98.744,0.0,0.0,0.251,246444032.0,775913472.0,0.0,0.0,522526720.0,75538432.0,335446016.0,5292564480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010,0.0,
01-10 13:57:38,0.0,0.0,100.0,0.0,0.0,0.0,246444032.0,775913472.0,0.0,0.0,522526720.0,75538432.0,335446016.0,5292564480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010,0.0,
01-10 13:57:39,0.251,0.0,99.749,0.0,0.0,0.0,246444032.0,775913472.0,0.0,0.0,522526720.0,75538432.0,335446016.0,5292564480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010,0.0,
01-10 13:57:40,0.0,0.251,98.747,1.003,0.0,0.0,246444032.0,775913472.0,0.0,40960.0,522518528.0,75546624.0,335446016.0,5292564480.0,0.0,2.0,0.0,0.0,0.0,0.0,0.010,0.0,
01-10 13:57:41,0.0,0.0,100.0,0.0,0.0,0.0,246444032.0,775913472.0,0.0,0.0,522518528.0,75546624.0,335446016.0,5292564480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010,0.0,
01-10 13:57:42,0.0,0.0,100.0,0.0,0.0,0.0,246444032.0,775913472.0,0.0,0.0,522772480.0,75546624.0,335446016.0,5292310528.0,0.0,0.0,0.0,0.0,1.0,0.0,0.010,0.0,
01-10 13:57:43,0.0,0.250,99.750,0.0,0.0,0.0,246444032.0,775913472.0,0.0,0.0,522772480.0,75546624.0,335446016.0,5292310528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010,0.0,
01-10 13:57:44,0.0,0.251,99.749,0.0,0.0,0.0,246444032.0,775913472.0,0.0,0.0,522772480.0,75546624.0,335446016.0,5292310528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010,0.0,
01-10 13:57:45,0.251,0.501,99.248,0.0,0.0,0.0,246444032.0,775913472.0,0.0,0.0,523411456.0,75546624.0,335446016.0,5291671552.0,0.0,0.0,0.0,0.0,2.0,0.0,0.010,0.0,
01-10 13:57:46,0.752,0.752,98.496,0.0,0.0,0.0,246444032.0,775913472.0,0.0,12288.0,523792384.0,75554816.0,335446016.0,5291282432.0,0.0,2.0,0.0,0.0,0.0,0.0,0.010,0.0,
01-10 13:57:47,0.0,0.501,99.499,0.0,0.0,0.0,246444032.0,775913472.0,0.0,0.0,523792384.0,75554816.0,335446016.0,5291282432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010,0.0,
