"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","129.10.58.141",,,,"User:","labuser"
"Cmdline:","dstat -tcsdmrpl --output /home/labuser/trace/MXNET-cifar10.csv 1",,,,"Date:","30 Sep 2019 13:44:26 PDT"

"system","total cpu usage",,,,,,"swap",,"dsk/total",,"memory usage",,,,"io/total",,"procs",,,"load avg",,
"time","usr","sys","idl","wai","hiq","siq","used","free","read","writ","used","buff","cach","free","read","writ","run","blk","new","1m","5m","15m"
30-09 13:44:34,0.158,0.184,99.508,0.091,0.0,0.059,3158016.0,1019199488.0,997.251,10866.585,613896192.0,281116672.0,2602831872.0,2728230912.0,0.042,0.514,0.000,0.0,0.286,0.870,0.310,0.320,
30-09 13:44:35,19.431,24.645,55.450,0.0,0.0,0.474,3158016.0,1019199488.0,0.0,0.0,632070144.0,281116672.0,2602831872.0,2710056960.0,0.0,0.0,6.0,0.0,10.0,0.870,0.310,0.320,
30-09 13:44:36,25.313,14.787,53.133,6.767,0.0,0.0,3158016.0,1019199488.0,0.0,0.0,659750912.0,281116672.0,2602831872.0,2682376192.0,0.0,0.0,1.0,0.0,16.0,0.870,0.310,0.320,
30-09 13:44:37,4.511,2.005,93.484,0.0,0.0,0.0,3158016.0,1019199488.0,0.0,0.0,672235520.0,281116672.0,2602831872.0,2669891584.0,0.0,0.0,0.0,0.0,5.0,0.870,0.310,0.320,
30-09 13:44:38,0.0,0.250,99.750,0.0,0.0,0.0,3158016.0,1019199488.0,0.0,0.0,672362496.0,281116672.0,2602831872.0,2669764608.0,0.0,0.0,0.0,0.0,0.0,0.800,0.300,0.320,
30-09 13:44:39,0.0,0.0,100.0,0.0,0.0,0.0,3158016.0,1019199488.0,0.0,0.0,672362496.0,281116672.0,2602831872.0,2669764608.0,0.0,0.0,0.0,0.0,0.0,0.800,0.300,0.320,
30-09 13:44:40,0.0,0.0,100.0,0.0,0.0,0.0,3158016.0,1019199488.0,0.0,40960.0,672362496.0,281116672.0,2602831872.0,2669764608.0,0.0,2.0,0.0,0.0,0.0,0.800,0.300,0.320,
30-09 13:44:41,0.0,0.250,99.750,0.0,0.0,0.0,3158016.0,1019199488.0,0.0,0.0,672358400.0,281116672.0,2602835968.0,2669764608.0,0.0,0.0,0.0,0.0,0.0,0.800,0.300,0.320,
30-09 13:44:42,0.0,0.0,100.0,0.0,0.0,0.0,3158016.0,1019199488.0,0.0,0.0,672391168.0,281116672.0,2602835968.0,2669731840.0,0.0,0.0,0.0,0.0,0.0,0.800,0.300,0.320,
30-09 13:44:43,0.0,0.250,99.750,0.0,0.0,0.0,3158016.0,1019199488.0,0.0,16384.0,672391168.0,281116672.0,2602835968.0,2669731840.0,0.0,2.0,0.0,0.0,0.0,0.740,0.300,0.320,
