"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","129.10.58.140",,,,"User:","labuser"
"Cmdline:","dstat -tcsdmrpl --output /home/labuser/trace/MXNET-cifar10.csv 1",,,,"Date:","30 Sep 2019 13:44:25 PDT"

"system","total cpu usage",,,,,,"swap",,"dsk/total",,"memory usage",,,,"io/total",,"procs",,,"load avg",,
"time","usr","sys","idl","wai","hiq","siq","used","free","read","writ","used","buff","cach","free","read","writ","run","blk","new","1m","5m","15m"
30-09 13:44:25,0.330,0.350,99.143,0.099,0.0,0.077,94371840.0,927985664.0,1855.012,26787.883,771387392.0,450383872.0,2207789056.0,2796515328.0,0.123,2.730,0.000,0.0,0.493,0.160,0.060,0.090,
30-09 13:44:26,21.944,20.0,57.778,0.278,0.0,0.0,94371840.0,927985664.0,0.0,0.0,811323392.0,450383872.0,2207789056.0,2756579328.0,0.0,0.0,1.0,0.0,28.0,0.160,0.060,0.090,
30-09 13:44:27,23.618,2.010,74.372,0.0,0.0,0.0,94371840.0,927985664.0,0.0,0.0,823078912.0,450383872.0,2207789056.0,2744823808.0,0.0,0.0,1.0,0.0,13.0,0.160,0.060,0.090,
30-09 13:44:28,12.219,9.476,78.055,0.249,0.0,0.0,94371840.0,927985664.0,0.0,0.0,846438400.0,450383872.0,2207793152.0,2721460224.0,0.0,0.0,0.0,0.0,6.0,0.160,0.060,0.090,
30-09 13:44:29,0.0,0.0,100.0,0.0,0.0,0.0,94371840.0,927985664.0,0.0,81920.0,846471168.0,450383872.0,2207793152.0,2721427456.0,0.0,2.0,0.0,0.0,0.0,0.150,0.060,0.090,
30-09 13:44:30,0.0,0.250,99.750,0.0,0.0,0.0,94371840.0,927985664.0,0.0,0.0,846471168.0,450383872.0,2207793152.0,2721427456.0,0.0,0.0,0.0,0.0,0.0,0.150,0.060,0.090,
30-09 13:44:31,0.0,0.0,100.0,0.0,0.0,0.0,94371840.0,927985664.0,0.0,0.0,846471168.0,450383872.0,2207793152.0,2721427456.0,0.0,0.0,0.0,0.0,0.0,0.150,0.060,0.090,
30-09 13:44:32,0.0,0.0,100.0,0.0,0.0,0.0,94371840.0,927985664.0,0.0,0.0,846471168.0,450383872.0,2207793152.0,2721427456.0,0.0,0.0,0.0,0.0,0.0,0.150,0.060,0.090,
30-09 13:44:33,0.0,0.500,99.250,0.0,0.0,0.250,94371840.0,927985664.0,0.0,0.0,846987264.0,450383872.0,2207793152.0,2720911360.0,0.0,0.0,0.0,0.0,1.0,0.150,0.060,0.090,
30-09 13:44:34,0.0,0.251,99.749,0.0,0.0,0.0,94371840.0,927985664.0,0.0,0.0,846983168.0,450383872.0,2207793152.0,2720915456.0,0.0,0.0,0.0,0.0,0.0,0.130,0.060,0.090,
30-09 13:44:35,0.251,0.0,99.749,0.0,0.0,0.0,94371840.0,927985664.0,0.0,12288.0,847110144.0,450383872.0,2207793152.0,2720788480.0,0.0,2.0,0.0,0.0,0.0,0.130,0.060,0.090,
30-09 13:44:36,0.0,0.0,97.236,2.764,0.0,0.0,94371840.0,927985664.0,0.0,0.0,847110144.0,450383872.0,2207793152.0,2720788480.0,0.0,0.0,0.0,0.0,0.0,0.130,0.060,0.090,
30-09 13:44:37,0.0,0.754,99.246,0.0,0.0,0.0,94371840.0,927985664.0,0.0,0.0,848158720.0,450383872.0,2207793152.0,2719739904.0,0.0,0.0,0.0,0.0,2.0,0.130,0.060,0.090,
30-09 13:44:38,0.250,0.250,93.750,5.750,0.0,0.0,94371840.0,927985664.0,0.0,0.0,848613376.0,450383872.0,2207793152.0,2719285248.0,0.0,0.0,0.0,0.0,0.0,0.130,0.060,0.090,
30-09 13:44:39,0.0,0.0,100.0,0.0,0.0,0.0,94371840.0,927985664.0,0.0,0.0,848715776.0,450383872.0,2207793152.0,2719182848.0,0.0,0.0,0.0,0.0,0.0,0.120,0.060,0.090,
30-09 13:44:40,0.0,0.500,99.500,0.0,0.0,0.0,94371840.0,927985664.0,0.0,12288.0,848822272.0,450383872.0,2207793152.0,2719076352.0,0.0,2.0,0.0,0.0,1.0,0.120,0.060,0.090,
30-09 13:44:41,0.252,0.0,99.748,0.0,0.0,0.0,94371840.0,927985664.0,0.0,32768.0,848367616.0,450383872.0,2207793152.0,2719531008.0,0.0,2.0,0.0,0.0,1.0,0.120,0.060,0.090,
30-09 13:44:42,2.750,0.750,96.500,0.0,0.0,0.0,94371840.0,927985664.0,0.0,0.0,848359424.0,450383872.0,2207793152.0,2719539200.0,0.0,0.0,0.0,0.0,0.0,0.120,0.060,0.090,
30-09 13:44:43,3.526,0.0,96.474,0.0,0.0,0.0,94371840.0,927985664.0,0.0,0.0,848359424.0,450383872.0,2207793152.0,2719539200.0,0.0,0.0,0.0,0.0,0.0,0.120,0.060,0.090,
30-09 13:44:44,2.267,2.519,94.962,0.252,0.0,0.0,94371840.0,927985664.0,0.0,0.0,848359424.0,450383872.0,2207793152.0,2719539200.0,0.0,0.0,0.0,0.0,0.0,0.110,0.050,0.080,
30-09 13:44:45,0.0,0.0,100.0,0.0,0.0,0.0,94371840.0,927985664.0,0.0,0.0,848359424.0,450383872.0,2207793152.0,2719539200.0,0.0,0.0,1.0,0.0,0.0,0.110,0.050,0.080,
30-09 13:44:46,0.567,0.850,94.901,3.683,0.0,0.0,94371840.0,927985664.0,4096.0,16384.0,848351232.0,450383872.0,2207801344.0,2719539200.0,1.0,2.0,0.0,1.0,0.0,0.110,0.050,0.080,
30-09 13:44:47,0.649,2.273,93.506,3.571,0.0,0.0,94371840.0,927985664.0,12288.0,0.0,848343040.0,450383872.0,2207809536.0,2719539200.0,3.0,0.0,0.0,0.0,0.0,0.110,0.050,0.080,
30-09 13:44:48,0.0,0.251,99.749,0.0,0.0,0.0,94371840.0,927985664.0,0.0,0.0,848343040.0,450383872.0,2207809536.0,2719539200.0,0.0,0.0,0.0,0.0,0.0,0.110,0.050,0.080,
30-09 13:44:49,0.251,0.0,99.749,0.0,0.0,0.0,94371840.0,927985664.0,0.0,0.0,848343040.0,450383872.0,2207809536.0,2719539200.0,0.0,0.0,0.0,0.0,0.0,0.100,0.050,0.080,
30-09 13:44:50,0.754,0.251,98.995,0.0,0.0,0.0,94371840.0,927985664.0,0.0,94208.0,848343040.0,450383872.0,2207809536.0,2719539200.0,0.0,22.0,0.0,0.0,0.0,0.100,0.050,0.080,
30-09 13:44:51,0.506,0.0,99.494,0.0,0.0,0.0,94371840.0,927985664.0,0.0,0.0,848343040.0,450383872.0,2207809536.0,2719539200.0,0.0,0.0,0.0,0.0,0.0,0.100,0.050,0.080,
30-09 13:44:52,0.501,0.251,99.248,0.0,0.0,0.0,94371840.0,927985664.0,0.0,12288.0,848343040.0,450383872.0,2207809536.0,2719539200.0,0.0,2.0,1.0,0.0,0.0,0.100,0.050,0.080,
