"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","129.10.58.144",,,,"User:","labuser"
"Cmdline:","dstat -tcsdmrpl --output /home/labuser/trace/MXNET-cifar10.csv 1",,,,"Date:","30 Sep 2019 13:44:27 PDT"

"system","total cpu usage",,,,,,"swap",,"dsk/total",,"memory usage",,,,"io/total",,"procs",,,"load avg",,
"time","usr","sys","idl","wai","hiq","siq","used","free","read","writ","used","buff","cach","free","read","writ","run","blk","new","1m","5m","15m"
30-09 13:44:32,0.156,0.182,99.522,0.085,0.0,0.056,4468736.0,1017888768.0,1037.180,10014.297,617082880.0,343756800.0,2655825920.0,2609405952.0,0.044,0.426,0.000,0.0,0.205,0.080,0.210,0.490,
30-09 13:44:33,0.578,1.156,89.595,8.092,0.0,0.578,4468736.0,1017888768.0,0.0,0.0,617336832.0,343756800.0,2655825920.0,2609152000.0,0.0,0.0,2.0,0.0,0.0,0.080,0.210,0.490,
30-09 13:44:34,20.380,12.772,66.848,0.0,0.0,0.0,4468736.0,1017888768.0,0.0,0.0,641654784.0,343756800.0,2655825920.0,2584834048.0,0.0,0.0,1.0,0.0,20.0,0.080,0.210,0.490,
30-09 13:44:35,15.789,12.531,71.679,0.0,0.0,0.0,4468736.0,1017888768.0,0.0,0.0,672890880.0,343756800.0,2655825920.0,2553597952.0,0.0,0.0,0.0,0.0,8.0,0.150,0.220,0.500,
30-09 13:44:36,0.0,0.0,100.0,0.0,0.0,0.0,4468736.0,1017888768.0,0.0,0.0,672890880.0,343756800.0,2655825920.0,2553597952.0,0.0,0.0,0.0,0.0,0.0,0.150,0.220,0.500,
30-09 13:44:37,7.089,26.076,66.835,0.0,0.0,0.0,4468736.0,1017888768.0,0.0,0.0,911761408.0,343756800.0,2655830016.0,2314723328.0,0.0,0.0,8.0,0.0,10.0,0.150,0.220,0.500,
30-09 13:44:38,12.721,43.110,44.170,0.0,0.0,0.0,4468736.0,1017888768.0,0.0,40960.0,1270845440.0,343756800.0,2655834112.0,1955635200.0,0.0,2.0,8.0,0.0,5.0,0.150,0.220,0.500,
30-09 13:44:39,6.383,30.142,63.121,0.0,0.0,0.355,4468736.0,1017888768.0,0.0,0.0,1468297216.0,343756800.0,2655830016.0,1758187520.0,0.0,0.0,2.0,0.0,0.0,0.150,0.220,0.500,
30-09 13:44:40,4.587,14.679,80.734,0.0,0.0,0.0,4468736.0,1017888768.0,0.0,0.0,1471471616.0,343756800.0,2655830016.0,1755013120.0,0.0,0.0,2.0,0.0,0.0,0.300,0.250,0.500,
30-09 13:44:41,0.0,11.364,87.273,0.909,0.0,0.455,4468736.0,1017888768.0,0.0,0.0,1474899968.0,343756800.0,2655830016.0,1751584768.0,0.0,0.0,2.0,0.0,0.0,0.300,0.250,0.500,
