"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","129.10.58.141",,,,"User:","labuser"
"Cmdline:","dstat -tcsdmrpl --output /home/labuser/trace/MXNET-vgg16.csv 1",,,,"Date:","01 Oct 2019 13:06:54 PDT"

"system","total cpu usage",,,,,,"swap",,"dsk/total",,"memory usage",,,,"io/total",,"procs",,,"load avg",,
"time","usr","sys","idl","wai","hiq","siq","used","free","read","writ","used","buff","cach","free","read","writ","run","blk","new","1m","5m","15m"
01-10 13:06:54,0.159,0.196,99.489,0.093,0.0,0.064,3158016.0,1019199488.0,960.278,10773.212,619421696.0,281550848.0,2628542464.0,2696560640.0,0.041,0.514,0.000,0.0,0.288,0.0,0.0,0.0,
01-10 13:06:55,17.0,4.250,76.750,2.0,0.0,0.0,3158016.0,1019199488.0,0.0,0.0,623992832.0,281550848.0,2628542464.0,2691989504.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,
01-10 13:06:56,12.500,14.634,72.256,0.305,0.0,0.305,3158016.0,1019199488.0,131072.0,4096.0,631529472.0,281550848.0,2628714496.0,2684280832.0,1.0,1.0,1.0,0.0,37.0,0.080,0.020,0.010,
01-10 13:06:57,21.505,11.559,62.903,4.032,0.0,0.0,3158016.0,1019199488.0,0.0,327680.0,651878400.0,281550848.0,2628714496.0,2663931904.0,0.0,4.0,1.0,1.0,19.0,0.080,0.020,0.010,
01-10 13:06:58,16.541,12.030,71.429,0.0,0.0,0.0,3158016.0,1019199488.0,0.0,0.0,677953536.0,281550848.0,2628710400.0,2637860864.0,0.0,0.0,0.0,0.0,7.0,0.080,0.020,0.010,
01-10 13:06:59,0.0,0.501,99.499,0.0,0.0,0.0,3158016.0,1019199488.0,0.0,0.0,677175296.0,281550848.0,2628710400.0,2638639104.0,0.0,0.0,0.0,0.0,0.0,0.080,0.020,0.010,
01-10 13:07:00,0.0,0.250,99.500,0.250,0.0,0.0,3158016.0,1019199488.0,0.0,0.0,677175296.0,281550848.0,2628710400.0,2638639104.0,0.0,0.0,0.0,0.0,0.0,0.080,0.020,0.010,
01-10 13:07:01,0.0,0.0,100.0,0.0,0.0,0.0,3158016.0,1019199488.0,0.0,0.0,677167104.0,281550848.0,2628710400.0,2638647296.0,0.0,0.0,0.0,0.0,0.0,0.070,0.020,0.0,
01-10 13:07:02,0.0,0.0,100.0,0.0,0.0,0.0,3158016.0,1019199488.0,0.0,0.0,677167104.0,281550848.0,2628710400.0,2638647296.0,0.0,0.0,0.0,0.0,0.0,0.070,0.020,0.0,
01-10 13:07:03,0.0,0.0,100.0,0.0,0.0,0.0,3158016.0,1019199488.0,0.0,73728.0,677167104.0,281550848.0,2628710400.0,2638647296.0,0.0,2.0,0.0,0.0,0.0,0.070,0.020,0.0,
01-10 13:07:04,0.250,1.0,98.750,0.0,0.0,0.0,3158016.0,1019199488.0,0.0,0.0,677232640.0,281550848.0,2628710400.0,2638581760.0,0.0,0.0,0.0,0.0,2.0,0.070,0.020,0.0,
01-10 13:07:05,0.0,0.250,99.750,0.0,0.0,0.0,3158016.0,1019199488.0,0.0,0.0,677232640.0,281550848.0,2628710400.0,2638581760.0,0.0,0.0,0.0,0.0,0.0,0.070,0.020,0.0,
01-10 13:07:06,0.251,0.0,99.749,0.0,0.0,0.0,3158016.0,1019199488.0,0.0,0.0,677232640.0,281550848.0,2628710400.0,2638581760.0,0.0,0.0,0.0,0.0,0.0,0.070,0.020,0.0,
01-10 13:07:07,0.0,0.500,99.500,0.0,0.0,0.0,3158016.0,1019199488.0,0.0,0.0,677232640.0,281550848.0,2628710400.0,2638581760.0,0.0,0.0,0.0,0.0,0.0,0.070,0.020,0.0,
01-10 13:07:08,0.0,0.0,100.0,0.0,0.0,0.0,3158016.0,1019199488.0,0.0,0.0,677232640.0,281550848.0,2628710400.0,2638581760.0,0.0,0.0,0.0,0.0,0.0,0.070,0.020,0.0,
01-10 13:07:09,0.0,0.251,99.749,0.0,0.0,0.0,3158016.0,1019199488.0,0.0,28672.0,677232640.0,281550848.0,2628710400.0,2638581760.0,0.0,2.0,0.0,0.0,0.0,0.070,0.020,0.0,
01-10 13:07:10,0.0,0.0,100.0,0.0,0.0,0.0,3158016.0,1019199488.0,0.0,0.0,677232640.0,281550848.0,2628710400.0,2638581760.0,0.0,0.0,0.0,0.0,0.0,0.070,0.020,0.0,
01-10 13:07:11,0.0,0.252,99.748,0.0,0.0,0.0,3158016.0,1019199488.0,0.0,0.0,677232640.0,281550848.0,2628710400.0,2638581760.0,0.0,0.0,0.0,0.0,1.0,0.060,0.020,0.0,
01-10 13:07:12,0.0,0.0,100.0,0.0,0.0,0.0,3158016.0,1019199488.0,0.0,0.0,677265408.0,281550848.0,2628710400.0,2638548992.0,0.0,0.0,0.0,0.0,0.0,0.060,0.020,0.0,
01-10 13:07:13,0.251,0.752,98.997,0.0,0.0,0.0,3158016.0,1019199488.0,0.0,352256.0,677269504.0,281550848.0,2628714496.0,2638540800.0,0.0,61.0,0.0,0.0,1.0,0.060,0.020,0.0,
01-10 13:07:14,0.0,0.0,99.499,0.501,0.0,0.0,3158016.0,1019199488.0,0.0,0.0,677105664.0,281550848.0,2628710400.0,2638708736.0,0.0,0.0,0.0,0.0,0.0,0.060,0.020,0.0,
01-10 13:07:15,0.0,0.256,99.744,0.0,0.0,0.0,3158016.0,1019199488.0,0.0,16384.0,676347904.0,281550848.0,2628710400.0,2639466496.0,0.0,2.0,0.0,0.0,0.0,0.060,0.020,0.0,
01-10 13:07:16,1.515,7.071,86.869,2.778,0.0,1.768,3158016.0,1019199488.0,0.0,0.0,688779264.0,281550848.0,2628714496.0,2627031040.0,0.0,0.0,2.0,0.0,4.0,0.060,0.020,0.0,
01-10 13:07:17,6.410,36.410,50.256,0.0,0.0,6.923,3158016.0,1019199488.0,0.0,0.0,732712960.0,281550848.0,2628714496.0,2583097344.0,0.0,0.0,1.0,0.0,0.0,0.060,0.020,0.0,
01-10 13:07:18,2.828,21.594,65.810,0.0,0.0,9.769,3158016.0,1019199488.0,0.0,0.0,814325760.0,281550848.0,2628714496.0,2501484544.0,0.0,0.0,3.0,0.0,0.0,0.060,0.020,0.0,
01-10 13:07:19,3.599,12.339,80.720,0.0,0.0,3.342,3158016.0,1019199488.0,0.0,0.0,857436160.0,281550848.0,2628714496.0,2458374144.0,0.0,0.0,0.0,0.0,0.0,0.060,0.020,0.0,
01-10 13:07:20,0.0,0.0,98.241,0.0,0.0,1.759,3158016.0,1019199488.0,0.0,0.0,822439936.0,281550848.0,2628714496.0,2493370368.0,0.0,0.0,1.0,0.0,0.0,0.060,0.020,0.0,
01-10 13:07:21,0.0,0.251,99.246,0.0,0.0,0.503,3158016.0,1019199488.0,0.0,20480.0,819884032.0,281550848.0,2628714496.0,2495926272.0,0.0,2.0,0.0,0.0,0.0,0.050,0.020,0.0,
01-10 13:07:22,2.015,3.778,93.955,0.0,0.0,0.252,3158016.0,1019199488.0,0.0,0.0,822263808.0,281550848.0,2628714496.0,2493546496.0,0.0,0.0,0.0,0.0,0.0,0.050,0.020,0.0,
01-10 13:07:23,0.0,0.503,99.497,0.0,0.0,0.0,3158016.0,1019199488.0,0.0,0.0,822263808.0,281550848.0,2628714496.0,2493546496.0,0.0,0.0,0.0,0.0,0.0,0.050,0.020,0.0,
01-10 13:07:24,0.0,0.252,99.748,0.0,0.0,0.0,3158016.0,1019199488.0,0.0,0.0,822325248.0,281550848.0,2628718592.0,2493480960.0,0.0,0.0,0.0,0.0,0.0,0.050,0.020,0.0,
