"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","129.10.58.143",,,,"User:","labuser"
"Cmdline:","dstat -tcsdmrpl --output /home/labuser/trace/MXNET-vgg16.csv 1",,,,"Date:","01 Oct 2019 13:06:54 PDT"

"system","total cpu usage",,,,,,"swap",,"dsk/total",,"memory usage",,,,"io/total",,"procs",,,"load avg",,
"time","usr","sys","idl","wai","hiq","siq","used","free","read","writ","used","buff","cach","free","read","writ","run","blk","new","1m","5m","15m"
01-10 13:06:54,0.180,0.206,99.460,0.092,0.0,0.063,3899392.0,1018458112.0,1346.468,10616.006,584351744.0,325894144.0,2796064768.0,2519764992.0,0.079,0.468,0.000,0.000,0.287,0.0,0.0,0.0,
01-10 13:06:55,26.596,16.223,56.383,0.798,0.0,0.0,3899392.0,1018458112.0,0.0,0.0,627453952.0,325894144.0,2796118016.0,2476609536.0,0.0,0.0,2.0,0.0,38.0,0.400,0.080,0.030,
01-10 13:06:56,25.886,11.717,62.398,0.0,0.0,0.0,3899392.0,1018458112.0,0.0,4096.0,614346752.0,325894144.0,2796122112.0,2489712640.0,0.0,1.0,1.0,0.0,19.0,0.400,0.080,0.030,
01-10 13:06:57,14.963,13.466,67.830,3.741,0.0,0.0,3899392.0,1018458112.0,0.0,0.0,644550656.0,325894144.0,2796122112.0,2459508736.0,0.0,0.0,0.0,0.0,9.0,0.400,0.080,0.030,
01-10 13:06:58,0.0,0.0,100.0,0.0,0.0,0.0,3899392.0,1018458112.0,0.0,0.0,644550656.0,325894144.0,2796122112.0,2459508736.0,0.0,0.0,0.0,0.0,0.0,0.400,0.080,0.030,
01-10 13:06:59,0.0,0.0,98.492,1.508,0.0,0.0,3899392.0,1018458112.0,0.0,0.0,644550656.0,325894144.0,2796122112.0,2459508736.0,0.0,0.0,0.0,0.0,0.0,0.400,0.080,0.030,
01-10 13:07:00,0.0,0.500,99.500,0.0,0.0,0.0,3899392.0,1018458112.0,0.0,290816.0,644550656.0,325894144.0,2796122112.0,2459508736.0,0.0,2.0,0.0,0.0,0.0,0.370,0.080,0.030,
01-10 13:07:01,0.0,0.0,99.499,0.501,0.0,0.0,3899392.0,1018458112.0,0.0,0.0,644550656.0,325894144.0,2796122112.0,2459508736.0,0.0,0.0,0.0,0.0,0.0,0.370,0.080,0.030,
01-10 13:07:02,0.0,0.0,100.0,0.0,0.0,0.0,3899392.0,1018458112.0,0.0,0.0,644550656.0,325894144.0,2796122112.0,2459508736.0,0.0,0.0,0.0,0.0,0.0,0.370,0.080,0.030,
01-10 13:07:03,0.250,0.0,99.750,0.0,0.0,0.0,3899392.0,1018458112.0,0.0,0.0,644550656.0,325894144.0,2796122112.0,2459508736.0,0.0,0.0,0.0,0.0,0.0,0.370,0.080,0.030,
