"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","129.10.58.142",,,,"User:","labuser"
"Cmdline:","dstat -tcsdmrpl --output /home/labuser/trace/MXNET-vgg16.csv 1",,,,"Date:","01 Oct 2019 13:06:54 PDT"

"system","total cpu usage",,,,,,"swap",,"dsk/total",,"memory usage",,,,"io/total",,"procs",,,"load avg",,
"time","usr","sys","idl","wai","hiq","siq","used","free","read","writ","used","buff","cach","free","read","writ","run","blk","new","1m","5m","15m"
01-10 13:06:54,0.181,0.587,98.972,0.090,0.0,0.171,5976064.0,1016381440.0,1227.369,10555.795,593805312.0,358789120.0,2793705472.0,2479775744.0,0.067,0.483,0.000,0.0,0.275,0.240,0.050,0.020,
01-10 13:06:55,21.106,8.543,66.080,4.271,0.0,0.0,5976064.0,1016381440.0,0.0,0.0,620961792.0,358789120.0,2793742336.0,2452582400.0,0.0,0.0,1.0,0.0,31.0,0.240,0.050,0.020,
01-10 13:06:56,20.767,19.489,59.744,0.0,0.0,0.0,5976064.0,1016381440.0,0.0,4096.0,613027840.0,358789120.0,2793742336.0,2460516352.0,0.0,1.0,2.0,0.0,13.0,0.240,0.050,0.020,
01-10 13:06:57,24.121,2.513,68.090,5.025,0.0,0.251,5976064.0,1016381440.0,0.0,16384.0,625102848.0,358789120.0,2793742336.0,2448441344.0,0.0,2.0,1.0,0.0,14.0,0.240,0.050,0.020,
01-10 13:06:58,8.060,13.854,78.086,0.0,0.0,0.0,5976064.0,1016381440.0,0.0,0.0,648712192.0,358789120.0,2793742336.0,2424832000.0,0.0,0.0,0.0,0.0,7.0,0.240,0.050,0.020,
01-10 13:06:59,0.0,0.251,98.747,1.003,0.0,0.0,5976064.0,1016381440.0,0.0,0.0,648712192.0,358789120.0,2793742336.0,2424832000.0,0.0,0.0,0.0,0.0,0.0,0.220,0.050,0.020,
01-10 13:07:00,0.0,0.0,100.0,0.0,0.0,0.0,5976064.0,1016381440.0,0.0,290816.0,648712192.0,358789120.0,2793742336.0,2424832000.0,0.0,2.0,0.0,0.0,0.0,0.220,0.050,0.020,
01-10 13:07:01,0.250,0.0,99.750,0.0,0.0,0.0,5976064.0,1016381440.0,0.0,0.0,648712192.0,358789120.0,2793742336.0,2424832000.0,0.0,0.0,0.0,0.0,0.0,0.220,0.050,0.020,
01-10 13:07:02,0.0,0.0,100.0,0.0,0.0,0.0,5976064.0,1016381440.0,0.0,0.0,648712192.0,358789120.0,2793742336.0,2424832000.0,0.0,0.0,0.0,0.0,0.0,0.220,0.050,0.020,
01-10 13:07:03,0.0,0.0,100.0,0.0,0.0,0.0,5976064.0,1016381440.0,0.0,0.0,648712192.0,358789120.0,2793742336.0,2424832000.0,0.0,0.0,0.0,0.0,0.0,0.220,0.050,0.020,
01-10 13:07:04,0.0,0.250,99.750,0.0,0.0,0.0,5976064.0,1016381440.0,0.0,0.0,648712192.0,358789120.0,2793742336.0,2424832000.0,0.0,0.0,0.0,0.0,0.0,0.200,0.050,0.020,
01-10 13:07:05,0.0,0.250,99.500,0.250,0.0,0.0,5976064.0,1016381440.0,0.0,0.0,648712192.0,358789120.0,2793742336.0,2424832000.0,0.0,0.0,0.0,0.0,0.0,0.200,0.050,0.020,
01-10 13:07:06,0.0,0.0,100.0,0.0,0.0,0.0,5976064.0,1016381440.0,0.0,12288.0,648712192.0,358789120.0,2793742336.0,2424832000.0,0.0,2.0,0.0,0.0,0.0,0.200,0.050,0.020,
01-10 13:07:07,0.0,0.0,100.0,0.0,0.0,0.0,5976064.0,1016381440.0,0.0,0.0,648712192.0,358789120.0,2793742336.0,2424832000.0,0.0,0.0,0.0,0.0,0.0,0.200,0.050,0.020,
01-10 13:07:08,0.0,0.0,100.0,0.0,0.0,0.0,5976064.0,1016381440.0,0.0,0.0,648712192.0,358789120.0,2793742336.0,2424832000.0,0.0,0.0,0.0,0.0,0.0,0.200,0.050,0.020,
01-10 13:07:09,0.0,0.250,99.750,0.0,0.0,0.0,5976064.0,1016381440.0,0.0,0.0,648712192.0,358789120.0,2793742336.0,2424832000.0,0.0,0.0,0.0,0.0,0.0,0.190,0.050,0.010,
01-10 13:07:10,0.0,0.0,100.0,0.0,0.0,0.0,5976064.0,1016381440.0,0.0,0.0,648712192.0,358789120.0,2793742336.0,2424832000.0,0.0,0.0,0.0,0.0,0.0,0.190,0.050,0.010,
01-10 13:07:11,0.0,0.252,99.496,0.252,0.0,0.0,5976064.0,1016381440.0,0.0,0.0,648712192.0,358789120.0,2793742336.0,2424832000.0,0.0,0.0,0.0,0.0,1.0,0.190,0.050,0.010,
01-10 13:07:12,0.0,0.501,99.499,0.0,0.0,0.0,5976064.0,1016381440.0,0.0,294912.0,649101312.0,358789120.0,2793742336.0,2424442880.0,0.0,58.0,0.0,0.0,1.0,0.190,0.050,0.010,
01-10 13:07:13,0.251,0.501,97.494,1.754,0.0,0.0,5976064.0,1016381440.0,0.0,0.0,649879552.0,358789120.0,2793742336.0,2423664640.0,0.0,0.0,0.0,0.0,3.0,0.190,0.050,0.010,
01-10 13:07:14,0.0,0.0,100.0,0.0,0.0,0.0,5976064.0,1016381440.0,0.0,0.0,649871360.0,358789120.0,2793742336.0,2423672832.0,0.0,0.0,0.0,0.0,0.0,0.170,0.050,0.010,
01-10 13:07:15,0.0,0.0,100.0,0.0,0.0,0.0,5976064.0,1016381440.0,0.0,0.0,649871360.0,358789120.0,2793742336.0,2423672832.0,0.0,0.0,0.0,0.0,0.0,0.170,0.050,0.010,
01-10 13:07:16,6.599,25.381,55.330,3.553,0.0,9.137,5976064.0,1016381440.0,0.0,0.0,695037952.0,358789120.0,2793746432.0,2378502144.0,0.0,0.0,2.0,0.0,1.0,0.170,0.050,0.010,
01-10 13:07:17,3.878,24.654,64.820,0.0,0.0,6.648,5976064.0,1016381440.0,0.0,0.0,732483584.0,358789120.0,2793746432.0,2341056512.0,0.0,0.0,2.0,0.0,0.0,0.170,0.050,0.010,
